"Statistic","Month","Age Group","Sex","UNIT","VALUE"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","15 - 74 years","Female","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","25 - 74 years","Both sexes","%","7.8"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","25 - 74 years","Male","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2015M12","25 - 74 years","Female","%","6.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 24 years","Both sexes","%","18.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 24 years","Male","%","22.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 24 years","Female","%","13.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 74 years","Both sexes","%","9.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 74 years","Male","%","10.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","15 - 74 years","Female","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","25 - 74 years","Both sexes","%","7.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","25 - 74 years","Male","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M01","25 - 74 years","Female","%","6.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 24 years","Both sexes","%","17.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 24 years","Male","%","21.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 24 years","Female","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 74 years","Both sexes","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 74 years","Male","%","10"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","15 - 74 years","Female","%","7.6"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","25 - 74 years","Both sexes","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","25 - 74 years","Male","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M02","25 - 74 years","Female","%","6.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 24 years","Both sexes","%","17"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 24 years","Male","%","20.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 24 years","Female","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 74 years","Both sexes","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 74 years","Male","%","9.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","15 - 74 years","Female","%","7.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","25 - 74 years","Both sexes","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","25 - 74 years","Male","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M03","25 - 74 years","Female","%","7.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 24 years","Both sexes","%","17.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 24 years","Male","%","19.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 24 years","Female","%","14.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 74 years","Both sexes","%","8.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 74 years","Male","%","9.6"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","15 - 74 years","Female","%","8.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","25 - 74 years","Both sexes","%","7.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","25 - 74 years","Male","%","8.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M04","25 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 24 years","Both sexes","%","16.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 24 years","Male","%","19.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 24 years","Female","%","14.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 74 years","Both sexes","%","8.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 74 years","Male","%","9.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","15 - 74 years","Female","%","8.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","25 - 74 years","Both sexes","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","25 - 74 years","Male","%","8.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M05","25 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 24 years","Both sexes","%","16.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 24 years","Male","%","19.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 24 years","Female","%","13.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 74 years","Both sexes","%","8.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 74 years","Male","%","9.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","15 - 74 years","Female","%","8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","25 - 74 years","Both sexes","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","25 - 74 years","Male","%","7.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M06","25 - 74 years","Female","%","7.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 24 years","Both sexes","%","16.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 24 years","Male","%","19.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 24 years","Female","%","13.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 74 years","Both sexes","%","8.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 74 years","Male","%","9.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","15 - 74 years","Female","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","25 - 74 years","Both sexes","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","25 - 74 years","Male","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M07","25 - 74 years","Female","%","6.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 24 years","Both sexes","%","16.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 24 years","Male","%","19.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 24 years","Female","%","13"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 74 years","Both sexes","%","8.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 74 years","Male","%","9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","15 - 74 years","Female","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","25 - 74 years","Both sexes","%","7.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","25 - 74 years","Male","%","7.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M08","25 - 74 years","Female","%","6.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 24 years","Both sexes","%","16.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 24 years","Male","%","19.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 24 years","Female","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 74 years","Both sexes","%","7.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 74 years","Male","%","8.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","15 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","25 - 74 years","Both sexes","%","6.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","25 - 74 years","Male","%","7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M09","25 - 74 years","Female","%","6.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 24 years","Both sexes","%","16.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 24 years","Male","%","19.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 24 years","Female","%","13.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 74 years","Both sexes","%","7.7"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 74 years","Male","%","8.1"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","15 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","25 - 74 years","Both sexes","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","25 - 74 years","Male","%","6.6"
"Seasonally Adjusted Monthly Unemployment Rate","2016M10","25 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 24 years","Both sexes","%","16.4"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 24 years","Male","%","18.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 24 years","Female","%","13.9"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 74 years","Both sexes","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 74 years","Male","%","7.8"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","15 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","25 - 74 years","Both sexes","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","25 - 74 years","Male","%","6.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M11","25 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 24 years","Both sexes","%","16"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 24 years","Male","%","18"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 24 years","Female","%","14"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 74 years","Both sexes","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 74 years","Male","%","7.6"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","15 - 74 years","Female","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","25 - 74 years","Both sexes","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","25 - 74 years","Male","%","6.3"
"Seasonally Adjusted Monthly Unemployment Rate","2016M12","25 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 24 years","Both sexes","%","14.5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 24 years","Male","%","15.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 24 years","Female","%","13.5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 74 years","Both sexes","%","7.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 74 years","Male","%","7.5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","15 - 74 years","Female","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","25 - 74 years","Both sexes","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","25 - 74 years","Male","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M01","25 - 74 years","Female","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 24 years","Both sexes","%","13.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 24 years","Male","%","14.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 24 years","Female","%","12.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 74 years","Both sexes","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 74 years","Male","%","7.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","15 - 74 years","Female","%","7.1"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","25 - 74 years","Both sexes","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","25 - 74 years","Male","%","6.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M02","25 - 74 years","Female","%","6.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 24 years","Both sexes","%","14"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 24 years","Male","%","15.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 24 years","Female","%","12.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 74 years","Both sexes","%","7.1"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 74 years","Male","%","7.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","15 - 74 years","Female","%","6.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","25 - 74 years","Both sexes","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","25 - 74 years","Male","%","6.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M03","25 - 74 years","Female","%","5.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 24 years","Both sexes","%","14.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 24 years","Male","%","16.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 24 years","Female","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 74 years","Both sexes","%","6.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 74 years","Male","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","15 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","25 - 74 years","Both sexes","%","5.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","25 - 74 years","Male","%","6.1"
"Seasonally Adjusted Monthly Unemployment Rate","2017M04","25 - 74 years","Female","%","5.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 24 years","Both sexes","%","14.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 24 years","Male","%","17.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 24 years","Female","%","11.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 74 years","Both sexes","%","6.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 74 years","Male","%","7.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","15 - 74 years","Female","%","5.8"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","25 - 74 years","Both sexes","%","5.5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","25 - 74 years","Male","%","6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M05","25 - 74 years","Female","%","5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 24 years","Both sexes","%","15"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 24 years","Male","%","17.3"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 24 years","Female","%","12.4"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 74 years","Both sexes","%","6.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 74 years","Male","%","7.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","15 - 74 years","Female","%","5.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","25 - 74 years","Both sexes","%","5.5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","25 - 74 years","Male","%","5.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M06","25 - 74 years","Female","%","5"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 24 years","Both sexes","%","15.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 24 years","Male","%","16.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 24 years","Female","%","13.7"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 74 years","Both sexes","%","6.7"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 74 years","Male","%","7"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","15 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","25 - 74 years","Both sexes","%","5.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","25 - 74 years","Male","%","5.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M07","25 - 74 years","Female","%","5.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 24 years","Both sexes","%","15.1"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 24 years","Male","%","16.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 24 years","Female","%","14"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 74 years","Both sexes","%","6.6"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 74 years","Male","%","6.9"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","15 - 74 years","Female","%","6.2"
"Seasonally Adjusted Monthly Unemployment Rate","2017M08","25 - 74 years","Both sexes","%","5.6"
